4833722.0,723.0,
735132.0,124.0,
6626624.0,1211.0,
2959373.0,356.0,
38332521.0,4521.0,
5268367.0,899.0,
3596080.0,623.0,
925749.0,189.0,
19552860.0,2634.0,
9992167.0,1206.0,
1404054.0,157.0,
1612136.0,212.0,
12882135.0,1705.0,
6570902.0,1172.0,
3090416.0,264.0,
2893957.0,332.0,
4395295.0,1077.0,
4625470.0,777.0,
1328302.0,216.0,
5928814.0,1070.0,
6692824.0,1289.0,
9895622.0,1762.0,
5420380.0,517.0,
2991207.0,336.0,
6044171.0,1067.0,
1015165.0,125.0,
1868516.0,125.0,
2790136.0,545.0,
1323459.0,334.0,
8899339.0,1253.0,
2085287.0,547.0,
19651127.0,2300.0,
9848060.0,1358.0,
723393.0,43.0,
11570808.0,2744.0,
3850568.0,777.0,
3930065.0,522.0,
12773801.0,2732.0,
1051511.0,247.0,
4774839.0,701.0,
844877.0,63.0,
6495978.0,1269.0,
26448193.0,2601.0,
2900872.0,603.0,
626630.0,83.0,
8260405.0,980.0,
6971406.0,979.0,
1854304.0,627.0,
5742713.0,853.0,
582658.0,109.0,
